"4-2020","D44","18.5628746","73.9318711"
"4-2020","D43","18.5629057","73.9320135"
"4-2020","D20","18.562908","73.9320326"
"4-2020","D20","18.562908","73.9320326"
"4-2020","D20","18.5629108","73.9320451"
"4-2020","D20","18.5629108","73.9320451"
"4-2020","D20","18.5629108","73.9320451"
"4-2020","D20","18.5629108","73.9320451"
"4-2020","D20","18.5629134","73.9320578"
"4-2020","D20","18.5629134","73.9320578"
"4-2020","D20","18.5629134","73.9320578"
"4-2020","D20","18.5629138","73.9320653"
"4-2020","D20","18.5629138","73.9320653"
"4-2020","D20","18.5629138","73.9320653"
"4-2020","D20","18.5629138","73.9320653"
"4-2020","D20","18.562916","73.9320748"
"4-2020","D20","18.562916","73.9320748"
"4-2020","D20","18.562916","73.9320748"
"4-2020","D20","18.5629193","73.932096"
"4-2020","D20","18.5629205","73.9321094"
"4-2020","D20","18.5629216","73.9321189"
"4-2020","D20","18.5629216","73.9321189"
"4-2020","D20","18.5629216","73.9321189"
"4-2020","D20","18.5629216","73.9321189"
"4-2020","D20","18.5629233","73.9321292"
"4-2020","D20","18.5629233","73.9321292"
"4-2020","D20","18.5629233","73.9321292"
"4-2020","D20","18.5629261","73.9321419"
"4-2020","D20","18.5629261","73.9321419"
"4-2020","D20","18.5629261","73.9321419"
"4-2020","D44","18.5629271","73.9321497"
"4-2020","D44","18.5629275","73.9321607"
"4-2020","D44","18.5629275","73.9321607"
"4-2020","D44","18.562927","73.9321714"
"4-2020","D44","18.562927","73.9321714"
"4-2020","D44","18.5629228","73.9322043"
"4-2020","D20","18.5629206","73.9322146"
"4-2020","D20","18.5629206","73.9322146"
"4-2020","D20","18.562916","73.9322279"
"4-2020","D20","18.562916","73.9322279"
"4-2020","D20","18.562916","73.9322279"
"4-2020","D20","18.562913","73.9322367"
"4-2020","D20","18.562913","73.9322367"
"4-2020","D20","18.562913","73.9322367"
"4-2020","D20","18.562913","73.9322367"
"4-2020","D20","18.562913","73.9322367"
"4-2020","D20","18.5629088","73.9322499"
"4-2020","D20","18.5629088","73.9322499"
"4-2020","D20","18.5629088","73.9322499"
"4-2020","D20","18.5629056","73.9322616"
"4-2020","D20","18.5629056","73.9322616"
"4-2020","D20","18.5629056","73.9322616"
"4-2020","D43","18.5628964","73.9322978"
"4-2020","D44","18.5628964","73.9322978"
"4-2020","D44","18.5628964","73.9322978"
"4-2020","D20","18.5628762","73.9323152"
